firstName,lastName,linkedinUrl,company
"Chris","Aeberli","https://www.linkedin.com/in/chris-aeberli?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADMFOQsBkh0NAqRkmOhwUTWW8xJL7au4Z2U","Sonia (YC W24)"
"Tyler","Maran","https://www.linkedin.com/in/tyler-maran?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAyo_iwBYcKGr0Kdg_LFrOo_iwhm6pLJOGs","AI for lending"
"Hendrix","Liu","https://www.linkedin.com/in/hendrix-liu-7a015822b?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADmCS2gBBuig0TBLg_Q3Gu8jUmk6M-Osruc","Keywords AI (YC W24)"
"Raghav","Pillai","https://www.linkedin.com/in/raghav-pillai?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACZePr8BgaA5db2CQmFjzsTXeJCDegijJJs","Speck (YC W24)"
"Joel","Ritossa","https://www.linkedin.com/in/joel-ritossa?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACMlSyUBzsp1NLOW4bUeOElHpMNZKjHtzBA","Duckie (YC W24) 🐥 AI Customer Support"
"Chad","Bartley","https://www.linkedin.com/in/chad-k-bartley?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABmxQoYBOu_zGk5u0aTFxVCe_a69D-gSBVs",""
"Raymond","Huang","https://www.linkedin.com/in/yunrui-huang?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADuoBLQBygK6KOBid1RFa5ly1Fs3JkaaGoU","Keywords AI (YC W24)"
"Emre","Gucer","https://www.linkedin.com/in/aegucer?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACWb3JkB8IU3DJR3cJQ5U6geuYnfuLj8qVg","Fume (YC W24)"
"Santiago","Gomez Paz","https://www.linkedin.com/in/gomezpaz?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB86MdwBg13CHuGQ4WY1mxIWhJSIKI9YHPc","Zaymo (YC W24)"
"Tolu","Alabi","https://www.linkedin.com/in/tolu-alabi-08697525?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAVN1SYBsFm4BaJRx8eALCFL0PdNbwz7bYc","Cleva (YC W24)"
