postUrl,sharedPostUrl,imgUrl,type,postContent,likeCount,commentCount,repostCount,postDate,action,author,authorUrl,profileUrl,timestamp,viewCount,postTimestamp,approximateDate
https://www.linkedin.com/feed/update/urn:li:activity:7269353275743703040,https://www.linkedin.com/feed/update/urn:li:activity:7269292018554531840/,https://media.licdn.com/dms/image/v2/D5622AQFdlET3pgOW_g/feedshare-shrink_800/feedshare-shrink_800/0/1733134273403?e=1762992000&v=beta&t=UCz1fTjoKa1WXQ_8GCR3X7Qh087kRK-p9THflCOA7yk,Image,"Kudos to the ArcPlay team for creating such good value for our users, looking forward to much deeper integrations going forward.

VerSe Innovation ArcPlay",9,1,0,10mo,Post,Karandeep Singh Gujral,https://www.linkedin.com/in/karandeep-singh-gujral-03130228,https://www.linkedin.com/in/karandeep-singh-gujral-03130228/,2024-12-29T19:21:00.000Z,,2024-12-02T00:00:00.000Z,2024-12-29
