firstName,lastName,linkedinUrl,company
"Rohan","Sharma","https://www.linkedin.com/in/r9a?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAATxqkYBz-qd6SZq1yMPIi_kaPQWNzWZ1a0","Serafis (YC S25)"
"Tom","Greenwald","https://www.linkedin.com/in/t-greenwald?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACERbjIBW6etTlxTKk8cUMs_c_9fPtX-_iE","Sagekit (YC S25)"
"Jinlin","Zhang","https://www.linkedin.com/in/kenny-zhang-jinlin?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACqZORQBKpAxwoE37ZRC9W2V2jJd9QuVaCI","Riff (YC S25)"
"Christopher","Markus","https://www.linkedin.com/in/chris-markus?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACXlus8B2DnBO_m1smXnPjw9opbks3CxCfw","BootLoop (YC S25)"
"Aaron","Chew","https://www.linkedin.com/in/aaronbchew?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC8Z_mABlKPUBMq1yavNJ-nFY_DHgfvhJ3A","YC S25"
"Mariem","Ould Ismail","https://www.linkedin.com/in/mariem-ould-ismail-b45917262?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAECQUqUBe4ehWgzkX0aX_fS4_gIT31clXeo","X-MIT"
"Roman","Shemet","https://www.linkedin.com/in/roman-shemet?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB99Yp4BPKjwMrF8J1_hdPRtZ7cx4QdR0uU","Cactus (YC S25)"
"Chinmay","Patel","https://www.linkedin.com/in/chinmayspatel?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA6f3G0B_cnLLkwn-vFlYQelNlZafMklbxs","Ex-Harvard, Stanford, MIT, BCG"
"Pratham","Bansal","https://www.linkedin.com/in/bansalpratham?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC_eBJYBHdrGkO-38J9L4qSEd7Q0LAF_YSE","Lanesurf (YC S25)"
"John","Yeo","https://www.linkedin.com/in/johnyeocx?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADC8iDgBzUw_-Fi2Qkae4dLTmpxL1CgeJRk",""
"Ayaan","Parikh","https://www.linkedin.com/in/ayaan-parikh?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADWSFjsB4J-_FCCI-q36q_YV8eS06o0g5Jo","Convexia (YC S25)"
"Priti","Rangnekar","https://www.linkedin.com/in/pritirangnekar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB6HCO8BkjsfxCMfWyE_dUoWtqw8EP7CrWQ","Nixo (YC S25)"
