firstName,lastName,linkedinUrl,company
"Chaitanya","Mittal","https://www.linkedin.com/in/chaitannah?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACkvAfEB0lJMFkxqPyrRYFausWcyGSduFSQ","CodeAnt AI (YC W '24)"
"Adrian","Parlow","https://www.linkedin.com/in/adrianparlow?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAhyT1cBiTCgySpuewE_aawf_cvyMzhXG1w","YC W24"
"Hunter","Brooks","https://www.linkedin.com/in/seanhunterbrooks?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAByn9CcBaE75Ptsu5LoY1E6mMZZ7xutuinc","ellipsis.dev (YC W24)"
"Shawn","S.","https://www.linkedin.com/in/shawn-shivdat?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABwOdNwBGHXDWmigczpUFRFb1qqwo-xSffo",""
"Dan","Elkaïm","https://www.linkedin.com/in/danelkaim?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABcngOYB6xjZP9nkPt3LisxnCmirMQed5-c","Topo (YC W24)"
"Prasoon","Shukla","https://www.linkedin.com/in/prasoondshukla?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA2PmMYBzxPlby6alGNZdksIj2utipVKJTA","Lumen (YC W24)"
"Chinmay","Bharti","https://www.linkedin.com/in/chinmay-bharti?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACnGCosB96YtfEP0Al0S0hdNcrdlrgyasV4","IIT Bombay 23"
"Yurii","Rebryk","https://www.linkedin.com/in/yrebryk?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABd_378Bk6OnwD-Jsf7G9wUifNdpaWsqbXs","GetFluently.app 👉 Improve English with AI"
"Mohammad","Tabaza","https://www.linkedin.com/in/mtabaza?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACGN5w0BP5HKXQ4Y-Zv3pgE7emCIgC24mVc","OpenCX (YC W24)"
"Pierre-Louis","Biojout","https://www.linkedin.com/in/plbiojout?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADDoo0wBTYey0KlBXCsT3Pqas7vxnyTSv04","phospho (YC W24)"
"Qi","Zhang","https://www.linkedin.com/in/i-am-qi-zhang?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA2K664BMEGxgtvRqqFDTqJBBrtp88iUja4","Amazon"
"Leon","Ostrez","https://www.linkedin.com/in/leon-ostrez?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACoS6nEB4rYtzD60w-rPWqrulUTJfvxYb3I","Pythagora"
"Soham","Mahajan","https://www.linkedin.com/in/soham-mahajan-130142193?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC1njjQBxwP9dvcCxfRQI-qT8-6kpNNRVDg","xPay (YC-24)"
"Adrian","Ziegler","https://www.linkedin.com/in/adrian-ziegler?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB_0iiUBj91i1doJFZf9KkK7lC5PeIaHP54","CloudCruise (YC W24)"
"Richard","Zhang","https://www.linkedin.com/in/richardfzhang?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABFxKaQBuqPbn5rqsnW63WbHOxAqIjZ-b3c",""
"Anmol","Sood","https://www.linkedin.com/in/anmolsood?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABJTRw4BtsMBTMvm_oyqdZ6KyeKI2dZ7fc8","Alai (YC W24)"
"Ashish","Gautam","https://www.linkedin.com/in/ashish-gautam-b1a218256?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAD8JRUYBPvKIJuIK9F_pwFyLSKuu8uGPUHw","Jastro"
"Emre","Gucer","https://www.linkedin.com/in/aegucer?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACWb3JkB8IU3DJR3cJQ5U6geuYnfuLj8qVg","Fume (YC W24)"
"Chris","Weaver","https://www.linkedin.com/in/chris-weaver101?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACFJz2EB-Rxi0TVy3cjyn1Un-KN6gB0TJgU","Onyx (YC W24)"
"Max","Hammer","https://www.linkedin.com/in/max-hammer-2360571b2?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADF8JYoBIXD_Rgz13qNj2m8RSSUtyeRzfB8","CrowdVolt (YC W24)"
"Max","Ahrens","https://www.linkedin.com/in/maximilianahrens?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAshKrYBa8LEhcc-DvaU6PqFDRiwuTHmzE4","Maihem (YC W24)"
"Bivu","Dhungana","https://www.linkedin.com/in/bivu-dhungana?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABEeFu4Bkszw-X1mhfiayynxpehoyxCavQ8","AI Research"
