firstName,lastName,linkedinUrl,company
"Dhiraj","G.","https://www.linkedin.com/in/dhirajgatmane?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAEYuxBYB7Gw2vawxJC2GB5MZfAQtEf3W_AI","stoodive"
"Allen","Naliath","https://www.linkedin.com/in/allennaliath?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC50AtUBbXQ_c-nsIT5tpHAs2KXhAVsqxCI","Friday (YC F24)"
"Shardool","Patel","https://www.linkedin.com/in/sp97?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACb_pi4B0vb_SfU2n26vbs0YXazzWuc9Qfw","Ex-Palantir"
"Oliver","W.","https://www.linkedin.com/in/oliverbraly?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACUM3GoByNPLN73nxtGP1KB0xzpvwDSy4ic","fixa (YC F24)"
"Louis","de Vallière","https://www.linkedin.com/in/ldevalliere?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAS1JvUB59qwwKJSKd-0-_ySflDCVvZXUu4","Tiny (YC F24)"
"Himanshu","Chauhan","https://www.linkedin.com/in/himanshu-singh--chauhan?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADcux1QBfcDlTP15V0dmaS1HoTukGX64V1U","PearAI (YC F24)"
"Alexandre","Berkovic","https://www.linkedin.com/in/alexandreberkovic?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACVuunkBwrx0wVHZf5OJhAdgVH85k4GiBmk","Sphinx (YC F24)"
"Nithin","Parsan","https://www.linkedin.com/in/nithin-parsan?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACIjIw4B7jdSdpfhzpjAMfpXiyvNPoqo3Vc","MIT CS + Biology"
"Tarush","Agarwal","https://www.linkedin.com/in/tarush-agarwal?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACaRggABPulIDOP3cE9rzc36KLK3g1KZ8ok","IITB CS"
"Dudu","Lasry","https://www.linkedin.com/in/dudu-lasry-05022879?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABCVwDwBKfGwJEo5KV4W_ArvtPNEVajSnLM","Vespper (YC F24)"
"Abhilash","Chowdhary","https://www.linkedin.com/in/abhilashchowdhary?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAxLzxABgXUODmAZY4ZFYAxenZ10K0hTyY4","Crustdata (YC F24)"
"Simranjit","Singh","https://www.linkedin.com/in/simranjit2112?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABNSrUMBqA76h1Uhu7DDHepFpnnlpZru7p0",""
"Glenn","E.","https://www.linkedin.com/in/glennespinosa?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAATKCjgBOa8HqHuIZdPIlD04EVYvA2LKgq4","Luthor (YC F24)"
"Chris","Pisarski","https://www.linkedin.com/in/chris-pisarski?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAeoARABWDyz1EU75HBBvc_rK3ACMCPCkVc","Crustdata (YC F24)"
"Rohan","Parikh, CFA","https://www.linkedin.com/in/parikhrohan?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAUmhC8BzHUqVODJJwh4Teqr3Jd7GywyQ6Y","Keye (YC F24)"
"Nalin","Semwal","https://www.linkedin.com/in/nsemwal?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADzfX9MBY3fFJSaWOXHRU1xaTSmbWdhYGZ4","Capy"
"Stephen","Grinich","https://www.linkedin.com/in/stephengrinich?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABBm43UBNmNiY05LFiqjodGAMWijawh36H4","HealthSpark (YC F24)"
"Tyler","Rich","https://www.linkedin.com/in/tylerrich?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABBRgPgBHezbffJ2uIGGCUxbEqtghtgRnvI","Moonset Health (YC F24)"
"Sayan","Chakraborty","https://www.linkedin.com/in/sayanc2000?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC1q8yUBOu9enMzkN8IUhogJwRq7sHhd4Qc","Asha Health YC F24"
"Shashij","Gupta","https://www.linkedin.com/in/shashij-gupta-671aa614a?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACQc7jUBQ8b9ziIhq3Ibi2cb8NjF1ft0H_k","IIT Bombay"
"Dexter","Horthy","https://www.linkedin.com/in/dexterihorthy?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA4oHTkByAiD-wZjnGsMBUL_JT6nyyhOh30","more reliable AI agents"
"Bella","Wu","https://www.linkedin.com/in/bellacwu?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAZXg2cBi_mGEcKhwlOxtqThM5X_PNqSLLA","Dexter (YC F24)"
"Manmohit","Grewal","https://www.linkedin.com/in/manmohitgrewal?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACFZ9YkBI-6eHJOx8a-KRhQmEZIKPAZdsLg","Crustdata (YC F24)"
"Sidhant","Kabra","https://www.linkedin.com/in/sidhantkabra?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACQQrn4Bemz4QW8BNUcZjDKhTWKo6--2GcM","IIT Bombay"
"Gavin","Saldanha","https://www.linkedin.com/in/gavin-v-saldanha?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABAsp9IB1RTNMRFHwh95Sdbbu-poL1Afw0o","Lightscreen AI"
"John","Yang","https://www.linkedin.com/in/johnyang101?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACuB4yIBQMsyEGuAQoEzjoSZnPy34ZNwGVA","MIT Alum"
