firstName,lastName,linkedinUrl,company,ycBatch
Kashyab,Ambarani,https://www.linkedin.com/in/kashyab-ambarani?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC-O9YYBD635GyC93PGpB0dLBSdFTv5dyhs,Verbiflow (YC W25),YC W25
Shahryar,Hasnani,https://www.linkedin.com/in/shahryar-hasnani?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACXtVTABVqbebukXZfJIWcFSaBc06YNf_Z8,Karsa (YC W25),YC W25
Frances,Liu,https://www.linkedin.com/in/frances-liu-1a426057?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAv2LwwBNJNtD_44Dqcye_tQ3TIu_9IRK8c,Promptless (YC W25),YC W25
Dev,Jain,https://www.linkedin.com/in/devrjain?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACj6fAgB-_GvDy9gxrt83FcGSu8dTOh440o,Demeter (YC W25),YC W25
Gunwoo,Kim,https://www.linkedin.com/in/gunwooterry?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABUe68MB99Q9hR3ULVHZRp96St-wi2MNhy0,Cuckoo (YC W25) — AI interpreter for global teams,YC W25
Carlos,Georgescu,https://www.linkedin.com/in/carlossgg?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACIpIwgBJRlxEaTGCmWeIL9i1hdVjYXA8tQ,Citadel Securities,YC W25
Antonio,Monreal,https://www.linkedin.com/in/antonio-monreal-71b0751b5?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADIFbMcBnjM5DWQYbspekHzpwY9ow9k_pH8,Revise Robotics (YC W25),YC W25
Andrew,Churchill,https://www.linkedin.com/in/andrew-d-churchill?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACXVeCwBtv0ZQXcGmdpZnLHpsjOcB0U5F4Y,Weave (YC W25),YC W25
Arman,Karégar 🇸🇪,https://www.linkedin.com/in/armankaregar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACMEI7YBGyf_6UeFiCqhppS06dExVf4gPZk,Vetnio (YC W25),YC W25
Simon,Farshid,https://www.linkedin.com/in/simon-farshid?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACZIncUBA_mVv2gUh7WRo8_4tWrBp_wQMoY,,YC W25
Vishruth,N,https://www.linkedin.com/in/vishruth-n?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADGa2XIBOrgBl8vs6IMARCpNbetgPVomfKo,IIT Bombay,YC W25
Kasey,Z.,https://www.linkedin.com/in/kasey-zhang?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACb7KQ4BsdrlvxsbEmWWeMSmL148AWMYGak,Osmosis (YC W25),YC W25
Avi,Peltz,https://www.linkedin.com/in/avipeltz?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB2o71EBcrcWmA9Al0gwVkVMH39wCG7x6rc,Adam (YC W25),YC W25
Regina,Lin,https://www.linkedin.com/in/reginaclin?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADb_vSkB2qERUuap02ZPF4oQ5mS9pqSt4vc,ThirdLayer,YC W25
Alex,F.,https://www.linkedin.com/in/alex-fuster?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABnjdScBq1sxjzguvFKxPeg2ARNI9mUPh_A,Astro Energy (YC W25),YC W25
Kaushik,Akula,https://www.linkedin.com/in/kaushik-akula?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADE6ZwIBw3qMXW8UKwVQOZm2LQ9_P11JieA,"Sift Dev (YC W25), Datadog, EYP",YC W25
Rahul,Gudise,https://www.linkedin.com/in/rahulgudise?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACfHf-wBGQ4Gyr0_2Z7r7ozMKV5H9VEp89o,gale (YC W25),YC W25
Sukhjit,Singh,https://www.linkedin.com/in/sukhjit-singh-ut?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC0Z5GgBK1UTUYQM5c3CdZQjUiKtILFuM8w,ex-brex,YC W25
Yash,Dulla,https://www.linkedin.com/in/yash-dulla?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADbSlCkBi8bbdB9ssARj6XM6iHGYIrvd_gE,Ergo (YC W25),YC W25
Adam,Cohen,https://www.linkedin.com/in/adam-b-cohen?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAkKQmABty0uq6DK5inKsO8fiGIabSYm8_k,Weave (YC W25),YC W25
Alex,Pedersen,https://www.linkedin.com/in/alex-pedersen-30340915a?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACYlznMBixTWDQRwbp5gFxJMFD4Bk9IDtwA,,YC W25
Jonathan,Jenkins,https://www.linkedin.com/in/jtjenkins18?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAD0akDUB3Q73uRZD68kODFfqaa6wXhcvtV4,Misprint (YC W25),YC W25
Alan,Wells,https://www.linkedin.com/in/awells?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAACSEusBuMiQxXcwm12NEthPX7FFphoA9bg,Rocketable (YC W25),YC W25
Marcell,V.,https://www.linkedin.com/in/veszpremimarcell?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACFzT_0BFuPOUHPBSoUdoSvhn6GjaWTuaLQ,Splash Inc.,YC W25
Haokun,Qin,https://www.linkedin.com/in/haokun-qin?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADWvggsBd5BdYDm2WQKes3d2obMBMfh6ha0,,YC W25
Maddy,Yip,https://www.linkedin.com/in/mjyip?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB2JRfsBVFHJmLeFIBHC_Y6RLKSM_IxGEfs,YouTube,YC W25
Qiaochu,Li,https://www.linkedin.com/in/qiaochu-li1999?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACMbSJEBfvTrq_uttsPbcOfDAhQUUg-OFUE,Demeter (YC W25),YC W25
Patrick,F.,https://www.linkedin.com/in/patrickrfoster?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACTxDHoBszfMhNhNLWyiArhvwZQPPasC5SA,Invo (YC W25),YC W25
Hlumelo,Notshe,https://www.linkedin.com/in/hlumelo-notshe?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADD1ayEBJHZPXq-cSwXMvyjikWAVF0KYPl4,Stanford,YC W25
Sejoon,Chang,https://www.linkedin.com/in/sejoonchang?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADd54iABCjokF6syJD4rD2GT7Pd0p4QIUJU,Nitrode,YC W25
Josh,Sabol,https://www.linkedin.com/in/joshsabol?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAz_aoYB7sihh31T-DqIQho_H7uh4Zzu06s,HealthKey (YC W25),YC W25
Arya,Marwaha,https://www.linkedin.com/in/arya-marwaha?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACfKtEEBJdvpmFqiuujWJGLnvjIgS-YASpY,Stanford,YC W25
Amer,Eid,https://www.linkedin.com/in/amer-eid92?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABfoXg4Bgr2o0ziE-lcH9hzMcowak5nEI3A,Ovlo (YC W25),YC W25
Kofi,Ansong,https://www.linkedin.com/in/kofi-ansong-89294016a?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAChclO4BpcAvWW1NljKqihpszrNhB-TyFZw,Cenote (YC W25),YC W25
Alexander,Chen,https://www.linkedin.com/in/alexanderqchen?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACCOKBQBqSNMvk4LM4j7Zeqz-e8O8X2ZMdQ,Trata (YC W25),YC W25
Aman,Garg,https://www.linkedin.com/in/amanmadhavgarg?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACvOuoABYnHTgzEJ-ZbMHXYjyiYjVDkjgcw,Cornell '26,YC W25
Eric,Cho,https://www.linkedin.com/in/emc329?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACVgpysBlkbmXHF3JjbCGIysb9IfwbMSzE0,Trata (YC W25),YC W25
Matthew,Kerrigan,https://www.linkedin.com/in/mkerrig?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABTHEigBFx7X06vprolRjBPMeezuCiTPB9k,Toothy,YC W25
Dhiraj,G.,https://www.linkedin.com/in/dhirajgatmane?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAEYuxBYB7Gw2vawxJC2GB5MZfAQtEf3W_AI,stoodive,YC F24
Louis,de Vallière,https://www.linkedin.com/in/ldevalliere?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAS1JvUB59qwwKJSKd-0-_ySflDCVvZXUu4,Tiny (YC F24),YC F24
Himanshu,Chauhan,https://www.linkedin.com/in/himanshu-singh--chauhan?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADcux1QBfcDlTP15V0dmaS1HoTukGX64V1U,PearAI (YC F24),YC F24
Dudu,Lasry,https://www.linkedin.com/in/dudu-lasry-05022879?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABCVwDwBKfGwJEo5KV4W_ArvtPNEVajSnLM,Vespper (YC F24),YC F24
Abhilash,Chowdhary,https://www.linkedin.com/in/abhilashchowdhary?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAxLzxABgXUODmAZY4ZFYAxenZ10K0hTyY4,Crustdata (YC F24),YC F24
Sayan,Chakraborty,https://www.linkedin.com/in/sayanc2000?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC1q8yUBOu9enMzkN8IUhogJwRq7sHhd4Qc,Asha Health YC F24,YC F24
Shashij,Gupta,https://www.linkedin.com/in/shashij-gupta-671aa614a?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACQc7jUBQ8b9ziIhq3Ibi2cb8NjF1ft0H_k,IIT Bombay,YC F24
Sidhant,Kabra,https://www.linkedin.com/in/sidhantkabra?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACQQrn4Bemz4QW8BNUcZjDKhTWKo6--2GcM,IIT Bombay,YC F24
Fenil,Suchak,https://www.linkedin.com/in/fenilsuchak?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACA4xj0B8rKGyKWxtWJrl1m2lyo93Ef0gOQ,OpenFunnel (YC F24),YC F24
Anam,H.,https://www.linkedin.com/in/anam-h-5b37a2125?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB7oHtcBTmSKeExBMn_9va_oBA-DugGSxx0,Revyl,YC F24
Edward,Aryee,https://www.linkedin.com/in/edwardaryee?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAs1b0oBgsa9PWOPISc38vXWOCgUtSf1ZQI,SRE.ai (YC F24),YC F24
Landseer,Enga,https://www.linkedin.com/in/landseerenga?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC9Q53sBHza_I3otePKzcSblpdStI0JCO-c,Revyl,YC F24
Michael,Tong,https://www.linkedin.com/in/michaelytong?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADa2FYEByPC6q2OyIfK2CEQC-kEoAX5kSQQ,RevisionDojo (YC F24),YC F24
Alexander,Sporenberg,https://www.linkedin.com/in/alexandersporenberg?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACCvhJUBG3VjpHnOQoHAXJwcvUmQwlW0mhc,Legal Tech,YC F24
Ishaan,Gangwani,https://www.linkedin.com/in/ishaan-gangwani-3a7792241?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADwYDK8BLgoXKATKTbOBeTjeiEHzvKgr7Fc,InkVell,YC F24
Naman,Wahi,https://www.linkedin.com/in/naman-wahi?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACMk4fwBwrBCY9NrMmCNR8xeaYz29WI_260,Karmen (YC F24),YC F24
Caroline,"Shoe"" Shoemaker""",https://www.linkedin.com/in/shoe-shoemaker?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABgti14BkiyzvZqVcbPSlB4RwpMpfKzs09A,,YC F24
Felix,Gerlach,https://www.linkedin.com/in/felixgerlach?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABHWnr8BEQZHg2GT_YhjAYhHfSMeFUxafHI,,YC F24
Arkam,Khan,https://www.linkedin.com/in/arqum333?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACG0_X4BZbE3hbkngauOhvnCMcl-f-lFgsw,OpenFunnel (YC F24),YC F24
Shyam,Manchhani,https://www.linkedin.com/in/shyammanchhani?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADLRezwBYVIZj70XrduJg37wutoD558q9w0,Mood Indigo,YC F24
Jack,Considine,https://www.linkedin.com/in/johnpconsidine?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABYeuBgBpqS6f7SuLQaB4cDDeBNj2VSe2EA,Getcho (YC F24),YC F24
Arjun,Maheswaran,https://www.linkedin.com/in/arjunmaheswaran?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAH6zZcBaN0upf4A82CYS5MiHrdt_XvLYh4,"(YC S24) Prev: Co-Founder & CTO, Agara AI (acquired by Coinbase).",YC S24
Sanket,Munjal,https://www.linkedin.com/in/sanketmunjal?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAMfVXAB--3Nhwkr_v8cRBDfX2kl-IX9rfs,Surebright.com (YC S24),YC S24
Deepak,Lather,https://www.linkedin.com/in/deepak-lather?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACdVnCQBGbu8cOX3PBlYZwnVnhVb3HRhTbA,FirstWork(YC S24),YC S24
Ramnique,Singh,https://www.linkedin.com/in/ramnique?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAE968zABBYFEnbp9lt8Z5NPWJEaDs7kR2cQ,"Rowboat (YC S24). Previously @ Coinbase, Agara",YC S24
Sparsh,Sharma,https://www.linkedin.com/in/sparsh-sharma-design?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACCfJBUBfAlGtA3eb_kivJKn_eGeUxBbw18,Paasa (YC S24),YC S24
Robert,Kim,https://www.linkedin.com/in/skull8888888?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACZkKt0BOJTlCeOx2sgS9uG7gUiGDk3RN6A,Laminar (YC S24),YC S24
Arya,Chandra,https://www.linkedin.com/in/arya-chandra-a1039b1b1?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADFbXOwBXahRLf0ZPR4V9oeTT9vnRhWtQOk,Emergent (YC S24),YC S24
Dieter,De Mesmaeker,https://www.linkedin.com/in/dieterdemesmaeker?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAia-GIB2ssNZDtz6P175TIxFuBlo9o-CZc,,YC S24
Nitish,Sahni,https://www.linkedin.com/in/nitishsahni?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABpt0Y4BVI-ApZM05rZ3y-3dXFtYE4FQ8C8,Paasa (YC S24),YC S24
Akhilesh,Sudhakar,https://www.linkedin.com/in/akhilesh-sudhakar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABKbntMBa2G4CkYDUh2xEmZeejlNctSnIg8,RowBoat (YC S24),YC S24
Debasmita,Das,https://www.linkedin.com/in/debasmita-das-pm?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACqrlOYB9mCvXEFY8NzGXVpnKGzfSFLDuKQ,1x Exit,YC S24
Sagar,Sharma,https://www.linkedin.com/in/sagar12sharma?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACTpIvwBMczIj3e3AFjbQ9M-AoIacLW5moY,Founder’s Office,YC S24
Abhinav,Soni,https://www.linkedin.com/in/soni-abhinav?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC8qRGEBF1ObCkObo7vwmFmMBGsteRpkLDI,Emergent Labs(YC S24),YC S24
Dev,Khant,https://www.linkedin.com/in/devkhant?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADGpaMcBzlxNDcZAs6IX-X-4h_MZZjErFZE,Crolit,YC S24
Blossom,Shrivastava,https://www.linkedin.com/in/blossom-s?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACFh950B6FvvoSgWHBkaA7Na7mw7yvBEJvw,(YC S24),YC S24
Ritwik,Dhar,https://www.linkedin.com/in/ritwik-dhar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACUW5jUB_ogzg1yFK8DfRkMcuKsyrs3JauM,SureBright (YC S24),YC S24
Shubham,Choudhary,https://www.linkedin.com/in/shubhamtech?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAvLzr0BgBeFl0SMSpRCR6dOIVliv0PaMYY,Firstwork (YC S24),YC S24
Brivael,Le Pogam,https://www.linkedin.com/in/brivael-le-pogam-bbbb7185?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABIl2H8Bh_tZ6yPe_MbS_0AJSHnxCyYphaM,Argil (YC S24),YC S24
Christian,Kohrs,https://www.linkedin.com/in/christian-kohrs-a760b2117?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB0GPnoBvEKsISU8KCcqalA1nzOWLo3Z-Ac,omnidock (YC S24),YC S24
Varghese,Antony,https://www.linkedin.com/in/varghese-antony-690302162?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACbYFUwBpDuxl4hGYBZFL1SpPJIiDnVbq-Y,Project Management,YC S24
Sourav,Choraria,https://www.linkedin.com/in/sourav-choraria-9b389776?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABAmDdcB58o2JkOnTZuAfo0TjBCBm1tgZkw,infinityapp.in(YC W24),YC W24
Aryan,Agarwal,https://www.linkedin.com/in/aryanag15?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB-3OBEBbnO4P8HhPenFVWTiCZHOv1D4wNE,Yenmo (YC W24),YC W24
Samagra,Sharma,https://www.linkedin.com/in/samagra-sharma-4476bb135?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACEHn7cBuCrggi1hXaoW7tH_hflZUMVE3mo,Tensorfuse (YC W24) AI Infra,YC W24
Saifur,Rahman,https://www.linkedin.com/in/saif-ur-rahman?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACPWft0BgFSW2adELWPqs6MPebr26zNGP5s,Toolify (YC W24),YC W24
Amrit,Sharma,https://www.linkedin.com/in/mr-amritsharma?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABpRb_EBvrG5SljKov-2XL_2Dhp378r1q-o,Infinity (YC W24),YC W24
Prabhat,Singh,https://www.linkedin.com/in/prabhat7758?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACTR2jkB2hjnjbtP91oedGlBrgH3kEKwNQk,GetCrux (YC W24),YC W24
Ashutosh,Purohit,https://www.linkedin.com/in/ashutoshpurohit97?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACO9nawBc2kNtUvOu2-WOull_Om5k06HLgI,"Ex -Navi, Swiggy",YC W24
Sidharth,Choraria,https://www.linkedin.com/in/sidharth-choraria-25411b65?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA24uKABcgRKxND6yHr9P18pddlI50EGw3Q,Infinity (YC W24),YC W24
Rohan,Mayya,https://www.linkedin.com/in/rohan-mayya-a9b341173?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACkppNcBLITUv9fN1xpyy5ZmuIZSp7mXMIU,YC alum,YC W24
Pratik,Gangwal,https://www.linkedin.com/in/pratikgangwal?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAxzm5IBVSSgtVsRv1f-6SiS7bSqZck09Mg,BITS Pilani,YC W24
Himanshu,Barmola,https://www.linkedin.com/in/barmola?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACQn5rMB9h6MqXHf_QR2Ugd1JnL-adqRGTE,Infinity (YC W24),YC W24
Rakshit,Bansal,https://www.linkedin.com/in/rakshitbansal?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABTP3bYB31lmX-IeABm_Ba24x2MQa0S-dlk,xPay(YC W24),YC W24
Chaitanya,Awasthi,https://www.linkedin.com/in/chaitanya-awasthi?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADeXhQwBZy1edFglQhJ3aJnx3Qi4yX7L2pk,GetCrux (YC W24),YC W24
Akshay,Megharaj,https://www.linkedin.com/in/akshay-megharaj-aba3646?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAEeyy4BAIJax8ncOKMYQTOWc61L28I_kPI,BITS Pilani,YC W24
Louis,Murerwa,https://www.linkedin.com/in/louismurerwa?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACKTJgAB3EIXFDDg4JL3QyVYfi9vU5qWH0o,Ocular AI,YC W24
Abdallah,Shaban,https://www.linkedin.com/in/abdallahshaban?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABAatEwBvUcHS033GgsJ11Nvvz2ZozLLiE4,"Google -Ex YC W24 founder, Product @AWS & @Petco",YC W24
Fady,B.,https://www.linkedin.com/in/fadyb?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABjInwoB4Zaf6lDL25-OGvgmfoCLX2TU3ac,Angel Investor,YC W24
💠,MJ Gui,https://www.linkedin.com/in/mj-gui?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADLAtNoBaKuQIRBBKNt2Sx0G6YnMYt0azT4,sample (yc w24),YC W24
Chaitanya,Mittal,https://www.linkedin.com/in/chaitannah?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACkvAfEB0lJMFkxqPyrRYFausWcyGSduFSQ,CodeAnt AI (YC W '24),YC W24
Adrian,Parlow,https://www.linkedin.com/in/adrianparlow?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAhyT1cBiTCgySpuewE_aawf_cvyMzhXG1w,YC W24,YC W24
Prasoon,Shukla,https://www.linkedin.com/in/prasoondshukla?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA2PmMYBzxPlby6alGNZdksIj2utipVKJTA,Lumen (YC W24),YC W24
Mohammad,Tabaza,https://www.linkedin.com/in/mtabaza?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACGN5w0BP5HKXQ4Y-Zv3pgE7emCIgC24mVc,OpenCX (YC W24),YC W24
Pierre-Louis,Biojout,https://www.linkedin.com/in/plbiojout?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADDoo0wBTYey0KlBXCsT3Pqas7vxnyTSv04,phospho (YC W24),YC W24
Leon,Ostrez,https://www.linkedin.com/in/leon-ostrez?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACoS6nEB4rYtzD60w-rPWqrulUTJfvxYb3I,Pythagora,YC W24
Soham,Mahajan,https://www.linkedin.com/in/soham-mahajan-130142193?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC1njjQBxwP9dvcCxfRQI-qT8-6kpNNRVDg,xPay (YC-24),YC W24
Ashish,Gautam,https://www.linkedin.com/in/ashish-gautam-b1a218256?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAD8JRUYBPvKIJuIK9F_pwFyLSKuu8uGPUHw,Jastro,YC W24
Samrath,Singh Chadha,https://www.linkedin.com/in/samrathchadha?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADiiwRIBqJ-iyI1UY7zNXJn5qFP8MSrAX3Q,Mantle (YC F25),YC F25
Juan,Casian,https://www.linkedin.com/in/juancasian?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB-zm14ByW20FwrKFg3T-ksHHl9D2_kAQ68,2x YC Founder,YC F25
Ismail,J,https://www.linkedin.com/in/jeilani?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABC12IMBdYIjJA71eiIZ1JVV5aw8Dlii9RM,Brickwise (YC F25),YC F25
Lucas,Ngoo,https://www.linkedin.com/in/lucasngoo?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAVi8eYBHdElhXBPaAlBETxWbTpzsyrl32U,"Co-founder, Carousell ($1B+)",YC F25
Jonah,S.,https://www.linkedin.com/in/jonahsiegle?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABQH6GEBfT_8n604Kj8kATaRSCFMzfbqL04,,YC F25
Stefan,Kruger,https://www.linkedin.com/in/stefan-kruger-0957b168?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA5bFjEBXnsqCm2jnuW0C5a4aS6M5s-vKEA,,YC F25
Porsev,Aslan,https://www.linkedin.com/in/porsev-aslan?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC1C5PgBNJE1WLMLIygysuDyjnpwNpYXErw,Openroll (YC F25),YC F25
Anirudh,Pupneja,https://www.linkedin.com/in/anirudh-pupneja?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACD8TKcBcuvWhdRUrX2_G3d4gXT_bo4Qwao,"Ex Coinbase, D.E. Shaw",YC F25
Swarakesh,Mishra,https://www.linkedin.com/in/swarakesh-mishra?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADDJ9XcBmSI1BSxPzDrJC0FcnpfEiZeilTs,"Ex - Probo, FrontRow",YC F25
Marmik,Pandya,https://www.linkedin.com/in/marmikpandya?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABUP3fcBQZTqjxyWYLPLY6us2mSJxjpoHmw,Highlevel,YC F25
Cole,Dermott,https://www.linkedin.com/in/coledermott?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACWcsFMB9-MmG8xzxtnje3W4qt88I7HyVzc,"Locus (YC F25), prev eng at Coinbase",YC F25
Aashni,Joshi,https://www.linkedin.com/in/aashnijoshi?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADbBHJwB7DlX1ZIZg8IawKwgL51Y2hLgQDU,Hyperspell (YC F25),YC F25
Andreas,Stroe,https://www.linkedin.com/in/andreasstroe?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAEafqP0BqOSeXNBTZbc7QNbwQqI2gXLN5QU,Patent Watch (YC F25),YC F25
Saksham,Manchanda,https://www.linkedin.com/in/saksham-manchanda-fifthrender?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAEWymIMBsDV-sLsbSAsGZOjrrvWsjxp8_KY,FifthRender,YC S25
Aditya,Mahna,https://www.linkedin.com/in/aditya-mahna-b57256325?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAFIVq_MB9wmtzWCH6F-_SyGykNEfr46NeLw,Candytrail (YC S25),YC S25
Varun,Pratap Singh,https://www.linkedin.com/in/varun-pratap-singh-28a511202?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADOwdUoBjyJsWDJaOog-x-ldqWXZUCHBVFA,AfterQuery (YC S25)-MathsExpert,YC S25
Aaron,Chew,https://www.linkedin.com/in/aaronbchew?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC8Z_mABlKPUBMq1yavNJ-nFY_DHgfvhJ3A,YC S25,YC S25
